first_response,second_response,verdict,saiga_nemo_12b_gguf,vikhr-nemo-12b-instruct-r-21-09-24,meta-llama-3.1-8b-instruct-abliterated,qwen2.5-coder-7b-instruct,yandexgpt-4-pro,GigaChat,nvidia/llama-3.1-nemotron-70b-instruct,mistral-large-2407
"Для получения академического отпуска в ТюмГУ необходимо обратиться с заявлением к ректору университета. В заявлении следует указать причину предоставления отпуска — участие в создании или в работе университетского стартапа.

Примерный образец заявления есть в одном из фрагментов.","Для получения академического отпуска необходимо обратиться с соответствующим заявлением в Единый деканат. 

*Заявление подаётся лично или направляется дистанционно на электронную почту ed@utmn.ru.*

Обратите внимание, что для студента высшего образования из диплома о среднем профессиональном образовании разрешается перезачёт только дисциплин по физической культуре и спорту.",False,False,False,False,False,False,False,False,False
"Информация о повышенной стипендии в размере 100% от полной суммы и условиях её получения не содержится во фрагментах из базы знаний.

Возможно, вам стоит обратиться за консультацией к сотрудникам учебного отдела или ознакомиться с правилами назначения повышенной стипендии на официальном сайте ТюмГУ.",Ответ не найден,True,True,True,True,False,False,False,True,True
"Справку о том, что вы студент ТюмГУ, можно сформировать самостоятельно в личном кабинете на портале «Вместе» (раздел «Обучение» —> «Справки»). После подписания скан-копия справки направляется на корпоративную студенческую почту.","Чтобы получить справку о том, что вы являетесь студентом ТюмГУ, вы можете обратиться в Единый деканат. Запрос обрабатывается до пяти рабочих дней.

*Примечание: за уточнениями и разъяснениями рекомендуется обращаться в службу поддержки или к ответственным лицам.*",True,False,False,False,False,False,False,False,False
"Для получения справки о доходах (получении или отсутствии стипендии), размере стипендии или пособии необходимо обратиться в сервисный центр бухгалтерии, написав на почту 12222@utmn.ru или позвонив по телефону (3452) 59-76-76.","Для получения справки о размере стипендии необходимо обратиться в сервисный центр бухгалтерии Тюменского государственного университета.

Контакты сервисного центра:
* адрес: ул. Кирова, д. 25/1;
* телефон: (3452) 59-76-76;
* электронная почта: 12222@utmn.ru;
* часы работы: пн.-чт. 09:00–17:00, пт. 09:00–16:00 (обед 12:30–13:15), сб., вс. — выходные дни.",True,True,True,True,True,True,True,True,True
"Для оформления академического отпуска в ТюмГУ необходимо написать заявление на имя ректора. В заявлении нужно указать причину, по которой вы запрашиваете академический отпуск (в вашем случае — это участие в создании или уже созданного университетского стартапа).

Форма заявления утверждена в приложении № 7 к Положению о порядке предоставления и выхода из академического отпуска и иных отпусков для обучающихся в ФГАОУ ВО «Тюменский государственный университет».","Для оформления академического отпуска в ТюмГУ необходимо заполнить заявление, собрать и приложить к нему подтверждающие документы, заверить заявление подписью студента и подписью руководителя курса или научного руководителя, а затем подать всё это в учебную часть факультета или в отдел по работе со студентами ТюмГУ.

Далее заявление рассматривает комиссия по академическим отпускам в установленные сроки. При положительном решении оформляется приказ о предоставлении академического отпуска.",False,True,False,False,False,False,True,True,False
"Для получения академического отпуска необходимо предоставить ректору заявление с указанием причины и сроков отпуска, а также документ, подтверждающий эту причину.

Форма заявления размещена на сайте университета в разделе «Бланки заявлений» — «Академический отпуск».","Для получения академического отпуска, связанного с участием в университетском стартапе, вам потребуется подать заявление на имя ректора.

В заявлении необходимо указать:
* ФИО студента;
* курс и форму обучения;
* направление подготовки или специальность;
* профиль или специализацию;
* даты начала и окончания отпуска. 

Форма заявления приведена в приложении к Положению о порядке предоставления и выхода из академического отпуска ФГАОУ ВО «Тюменский государственный университет».",True,True,False,False,True,False,False,False,False
"Для получения академического отпуска в ТюмГУ необходимо написать заявление на имя ректора, в котором указать причины для предоставления отпуска. Образец заявления можно найти в приложении № 7 к Положению о порядке предоставления и выхода из академического отпуска и иных отпусков для обучающихся в ФГАОУ ВО «Тюменский государственный университет».

В заявлении также нужно указать даты начала и окончания отпуска. Заявление рассматривается в соответствии с установленными процедурами.","В вашем запросе рассматривается ситуация, связанная с академическим отпуском и спецификой образовательного процесса. К сожалению, в предоставленных фрагментах нет информации, напрямую отвечающей на ваш вопрос. Однако могу посоветовать вам обратиться к Положению о порядке предоставления и выхода из академического отпуска и иным отпускам для обучающихся в ФГАОУ ВО «Тюменский государственный университет». Там вы сможете найти подробные инструкции по процедуре оформления академического отпуска.

Также для получения более точной и актуальной информации советую обратиться в Единый деканат Тюменского государственного университета. 

*Обратите внимание, что данные в ответе опираются на указанные фрагменты и могут не учитывать реальные процедуры и требования учебного заведения.*",False,True,False,True,True,False,False,True,False
"Для получения академического отпуска нужно написать соответствующее заявление на имя ректора. Его образец можно найти во фрагменте базы знаний.

В заявлении необходимо указать:
* ФИО студента,
* курс и форму обучения, 
* причину для предоставления отпуска (участие в университетском стартапе).

К заявлению также нужно приложить документы, подтверждающие эту причину.","Для получения академического отпуска, помимо заявления, могут потребоваться и другие документы в зависимости от обстоятельств. Для уточнения этого вопроса рекомендуется обратиться к соответствующему Положению о порядке предоставления и выхода из академического отпуска в вашем учебном заведении или непосредственно в деканат.

Заявление составляется по форме, определённой внутренним регламентом учебного заведения. В нём необходимо указать причины и сроки желаемого отпуска. Если вы сомневаетесь в полном перечне необходимых документов для оформления академического отпуска, обратитесь в Единый деканат, чтобы получить более точную информацию.",True,True,True,False,True,False,True,True,True
Ответ не найден,"Справку о проживании в общежитии можно получить, обратившись к специалисту Единого деканата (ул. Семакова, д.18, 3 этаж, холл). При себе необходимо иметь паспорт или студенческий билет.",True,True,False,False,False,False,False,True,False
"Для получения справки о доходах (получении или отсутствии стипендии), размере стипендии или пособии необходимо обратиться в Сервисный центр бухгалтерии, написав на почту 12222@utmn.ru или позвонив по телефону (3452) 59-76-76.

Дополнительную информацию можно получить у специалистов бухгалтерии.","Для получения справки о размере стипендии или пособия необходимо обратиться в сервисный центр бухгалтерии.

Адрес: ул. Кирова, д. 25/1.  
Телефон: (3452) 59-76-76.  
Электронная почта: 12222@utmn.ru  
Часы работы: пн.-чт. 09.00–17.00; пт. 09.00–16.00 (обед 12.30–13.15).",True,True,True,False,True,True,False,True,False
"Справку о том, что вы студент ТюмГУ, можно сформировать самостоятельно в личном кабинете на портале «Вместе» (раздел «Обучение» —> «Справки»).
После подписания скан-копия справки направляется на корпоративную студенческую почту.","Для получения академической справки в бумажном виде вам необходимо подать заявку в «Единый деканат» по адресу ул. Семакова, д. 18 (3 этаж, холл) либо на электронную почту ed@utmn.ru. По готовности справка будет направлена на корпоративную студенческую почту.",True,False,True,False,False,False,False,False,False
"Для получения справки о доходах (включая информацию о получении или отсутствии стипендии, её размере и пособиях) необходимо обратиться в Сервисный центр бухгалтерии, написав на почту 12222@utmn.ru или позвонив по телефону (3452) 59-76-76.

Адрес: ул. Кирова, д. 25/1.
Часы работы:
— пн.–чт.: 09:00–17:00;
— пт.: 09:00–16:00 (обед: 12:30–13:15);
— сб. и вс. — выходные дни.",Ответ не найден,True,True,True,False,False,True,False,True,True
"Для получения академического отпуска в ТюмГУ студенту необходимо подать заявление на имя ректора с указанием причины отпуска — участие в создании или уже созданного университетского стартапа.

Форма заявления приведена в приложении № 7 к Положению о порядке предоставления и выхода из академического отпуска и других отпусков для обучающихся в ФГАОУ ВО «Тюменский государственный университет».","Для того, чтобы оформить академический отпуск в связи с участием в университетском стартапе, необходимо подготовить заявление на имя ректора университета. В заявлении следует указать причину предоставления отпуска.

В соответствии с предоставленными фрагментами из базы знаний к заявлению потребуется приложить пакет документов, среди которых: 
* свидетельство о государственной регистрации стартапа (если стартап уже зарегистрирован); 
* письмо из технопарка или инновационного центра ТюмГУ о включении стартапа в их программы; 
* документ, подтверждающий участие в акселерационной программе или конкурсе стартапов ТюмГУ; 
* подтверждение участия в стартапе: письмо от руководителя стартапа о вашем участии в проекте с указанием вашей роли или соглашение о сотрудничестве или партнёрстве между вами и стартапом;
* документы, подтверждающие обучение в ТюмГУ: копия зачётной книжки или выписка из неё, подтверждающая успешность обучения, копия студенческого билета. 

Заявление можно подать в электронной форме через личный кабинет на сайте ТюмГУ или в бумажном виде в приёмную ректора. Все документы должны быть оформлены в соответствии с требованиями ТюмГУ. Следует убедиться, что приложения к заявлению подписаны уполномоченными лицами и (или) скреплены печатью.

Также важно учесть сроки подачи заявления — они устанавливаются университетом. Как правило, заявление подаётся в начале учебного года или в определённые периоды. После подачи документов ожидайте решения ректора или уполномоченного органа в установленные сроки. Если заявление одобрено, вам будет предоставлено уведомление о начале академического отпуска.

Обратите внимание, что данные могут изменяться, поэтому перед подачей заявления рекомендуется уточнить актуальную информацию на официальном сайте ТюмГУ.",False,True,False,True,True,False,False,True,False
"Чтобы претендовать на академический отпуск в университете, вам необходимо написать заявление на имя ректора. В заявлении нужно указать причину, по которой вы просите предоставить академический отпуск. Одной из возможных причин может быть участие в создании или работе университетского стартапа.

В заявлении также нужно указать свои личные данные (ФИО, курс и т. д.) и форму обучения. Если вы обучаетесь на платной основе, это тоже нужно отметить.

Примерный текст заявления есть во фрагменте базы знаний.",Ответ не найден,True,True,True,False,False,False,False,True,True
"Для получения академического отпуска требуется написать заявление на имя ректора с указанием причины, по которой необходим академический отпуск. 

Форма заявления есть в приложении №7 к Положению о порядке предоставления и выхода из академического отпуска, и иных отпусков для обучающихся в ФГАОУ ВО «Тюменский государственный университет».","Для получения академического отпуска в связи с участием в создании университетского стартапа необходимо подать ректору ТюмГУ заявление с просьбой предоставить академический отпуск. В заявлении также следует указать сроки, на которые нужен отпуск.

Форма заявления должна соответствовать Приложению № 7 к Положению о порядке предоставления и выхода из академического отпуска, и иных отпусков для обучающихся в ФГАОУ ВО «Тюменский государственный университет».",True,True,True,True,True,False,False,True,True
"Для получения справки о прохождении курса физкультуры студенту необходимо обратиться в «Единый деканат» и подать заявку на получение академической справки. 

Дополнительных документов для этого не требуется.","Для получения справки о прохождении курса физкультуры студенту необходимо обратиться в «Единый деканат» и подать заявку. 

При себе нужно иметь паспорт или студенческий билет. Дополнительную информацию можно получить по электронной почте ed@utmn.ru.",False,False,False,False,False,False,False,False,False
"¯  _ (ツ) _ / ¯
Sorry, there was an error in generating a reply. Please try your question again.","¯  _ (ツ) _ / ¯
Sorry, there was an error in generating a reply. Please try your question again.",True,True,True,True,True,False,False,True,True
"В стоимость проживания в домиках Hotel  включены следующие услуги:

- Комфортабельное размещение в выбранном домике.
- Терраса и беседка с красивым видом.
- Мини-кухня с холодильником, мини-баром, чайником и посудой.
- Теплый душ и туалет.
- Постельное белье и полотенца.

Эти удобства созданы для того, чтобы ваше пребывание было максимально комфортным и приятным. 😊","Услуги, не включенные в стоимость проживания в домиках Hotel , включают:

- Завтрак (дополнительно +30 GEL на человека).
- Барбекю-гриль (+30 GEL).
- Винная ванна (+300 GEL, доступна только в домиках с джакузи).
- Декорирование домиков для сюрпризов, праздников или романтики (+350 GEL).
- Экскурсии и гиды (индивидуальные или авторские туры, рафтинг, верховая езда, квадроциклы, дом на колесах, вертолетные или самолетные туры).
- Организация мероприятий, свадеб и корпоративов.
- Трансфер из города или аэропорта (стоимость зависит от места).

Эти услуги доступны за дополнительную плату и могут быть добавлены к вашему бронированию по запросу. 😊",True,True,False,False,False,False,False,True,True
"Все домики в Hotel  полностью перешли на использование солнечной энергии, и нет домиков, которые бы оставались зависимыми от традиционных источников энергии. Это шаг в сторону устойчивого и экологически чистого подхода к гостиничному бизнесу.

Относительно бронирования на лето по сниженной цене, специальные предложения и скидки зависят от конкретного периода и наличия свободных домиков. Я рекомендую заранее следить за акциями на нашем сайте или связаться с отделом бронирования для получения актуальной информации о возможных скидках на летний период. 😊","Спасибо за ваш вопрос и заинтересованность в Hotel ! Однако, вся информация, доступная мне, указывает, что все домики в Hotel  полностью перешли на использование солнечной энергии. Нет домиков, которые бы оставались зависимыми от традиционных источников энергии.

Возможно, была путаница или недоразумение в информации, предоставленной в интервью. Для получения наиболее точной и актуальной информации, а также для уточнения деталей по возможным скидкам, я рекомендую напрямую связаться с управлением Hotel . Это поможет вам получить самую точную информацию и из первых рук узнать о любых специальных предложениях или изменениях в условиях проживания.

Если у вас есть другие вопросы или нужна дополнительная помощь, пожалуйста, дайте знать! 😊",True,True,True,False,True,True,True,True,True
"Все домики в Hotel  перешли на использование солнечной энергии, и нет домиков, которые бы оставались зависимыми от традиционных источников энергии. Это шаг в сторону устойчивого и экологически чистого подхода к гостиничному бизнесу.

Относительно бронирования на лето по сниженной цене, специальные предложения и скидки зависят от конкретного периода и наличия свободных домиков. Я рекомендую заранее следить за акциями на нашем сайте или связаться с отделом бронирования для получения актуальной информации о возможных скидках на летний период. 😊","Спасибо за ваш вопрос! Однако, на основе предоставленной мной информации, все домики в Hotel  полностью перешли на использование солнечной энергии, и нет информации о том, что какие-либо домики по-прежнему частично полагаются на традиционные источники энергии. Также в моих данных нет упоминания о специальном тарифе ""Эко-Компромисс"". 

Возможно, произошло недоразумение или информация, упомянутая г-ном Ивановым в интервью, относится к другому проекту или инициативе, которая не была включена в официальные данные, доступные мне. Я рекомендую связаться непосредственно с администрацией Hotel  для получения актуальной и точной информации по этим вопросам. 😊",True,True,True,False,False,False,False,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","В нашем отеле Hotel  нет домика под названием ""Luxury house"" с частным бассейном. Мы предлагаем ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. Возможно, произошло недоразумение или путаница с другим объектом. 😊",True,True,True,True,False,False,False,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊",True,True,True,True,True,False,True,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","В нашем отеле Hotel  доступно для бронирования только 10 домиков, включая ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. Если у нас есть другие домики, они должны быть указаны в официальных материалах отеля. Я рекомендую уточнить эту информацию у генерального менеджера или другого ответственного лица отеля для точной информации о дополнительных домиках. 😊",True,True,False,True,True,False,True,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","В нашем отеле Hotel  доступно для бронирования 10 домиков. Возможно, произошло недоразумение или информация была неправильно передана. Если у вас есть другие вопросы или вы хотите забронировать домик, я с удовольствием помогу! 😊",True,True,True,False,False,False,False,False,False
"Самым роскошным и эксклюзивным домиком в нашем отеле является ""Family house"" с сауной и джакузи. Он предлагает просторное проживание с удобствами на высшем уровне, идеально подходит для семей или групп друзей, желающих насладиться роскошью и релаксацией. 😊","В нашем отеле нет домика под названием ""Eco-cottage"". Возможно, произошло недоразумение. Мы предлагаем ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. Все они построены с учётом экологичности и предлагают прекрасные виды. 😊",True,True,True,False,False,False,False,True,True
"На этот месяц у нас действует акция 1+1, позволяющая забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL или ""Standard"" на 2 ночи с завтраком для двух гостей за 199 GEL. Это наибольшая скидка, доступная сейчас. 😊

Пожалуйста, уточните, какой тип домика вас интересует, и я помогу с бронированием.","На данный момент у нас действует акция 1+1, позволяющая забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL. Это наибольшая доступная скидка для ""Premium House"" домиков в этом месяце. 😊

Если вы заинтересованы в бронировании или хотите узнать больше о других типах домиков, пожалуйста, дайте знать!",True,True,False,False,True,False,False,False,False
"Для молодоженов идеально подойдет ""Premium house"" с Джакузи, который предлагает романтический вид на долину и звёздное небо, а также возможность расслабиться в личном джакузи. На текущий момент действует акция 1+1, позволяющая забронировать этот домик на 2 ночи с завтраком для двух гостей за 389 GEL. Это отличное предложение для создания незабываемых воспоминаний. 😊","В нашем отеле Hotel  нет домика под названием ""Eco-chalet"". Для молодоженов мы рекомендуем ""Premium house"" с Джакузи или Японскими бочками Фурако, которые предлагают романтический вид и уединение. Актуальные предложения и цены можно уточнить, обратившись ко мне. 😊",True,True,False,False,False,False,False,False,True
"Для пары, желающей провести романтический уикенд, идеально подойдет ""Premium house"" с Джакузи. Этот домик предлагает великолепный вид на долину, звёздное небо и невероятно расслабляющий опыт в джакузи на террасе домика. 😊","В нашем отеле Hotel  нет домика под названием ""Eco-cottage"". Возможно, произошло недоразумение. Для романтического отдыха мы предлагаем ""Premium house"" с Джакузи, который обеспечивает идеальную атмосферу для пар с прекрасным видом на долину и звёздное небо. 😊",True,True,True,False,False,False,True,True,True
"На данный момент у нас действует акция 1+1, позволяющая забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL или ""Standard"" на 2 ночи с завтраком для двух гостей за 199 GEL. Это наибольшая скидка, доступная сейчас. 😊

Пожалуйста, уточните, какой тип домика вас интересует, и я помогу с бронированием.","На данный момент у нас нет информации о скидке в 50% на ""Люксовый домик"". Все текущие цены и акции, такие как акция 1+1, указаны в наших официальных материалах. Если у вас есть другие вопросы или вы хотите произвести бронирование, я готов помочь! 😊",True,True,False,True,False,False,False,False,False
"На этот месяц у нас действует акция 1+1, которая позволяет забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL или ""Standard"" на 2 ночи с завтраком для двух гостей за 199 GEL. Эта акция действует до 30.11.2024 и применима, если дата заезда гостя не позднее указанной даты. 😊","Генеральный менеджер подтвердит, что на текущий месяц действует акция 1+1, позволяющая забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL. Для бронирования на 5 ночей, вы можете воспользоваться этой акцией для первых двух ночей, а за оставшиеся ночи будет действовать стандартная цена в 299 GEL за ночь для ""Premium house"". 

Если вы заинтересованы, могу помочь с бронированием и предоставить точную стоимость проживания на 5 ночей. 😊",True,False,False,False,False,False,False,False,True
"В нашем отеле Hotel  действует акция 1+1, которая позволяет забронировать любой ""Premium House"" на 2 ночи с завтраком для двух гостей за 389 GEL. Эта акция действует до 30.11.2024 и применима, если дата заезда гостя не позднее указанной даты. Для бронирования ""Family house"", самого роскошного домика, стандартные цены без специальных скидок, кроме указанной акции. 😊","В нашем отеле Hotel  нет информации о скидке 50% на бронирование ""Family house"" на все даты заезда. Действующие акции и цены указаны в наших материалах и на сайте. Если вас интересует бронирование ""Family house"" или других домиков, я могу помочь с актуальной информацией о ценах и доступности. 😊",True,True,False,True,False,False,False,True,True
"В Hotel  доступны следующие услуги:

- Завтрак за дополнительную плату 30 GEL на человека.
- Барбекю-гриль за 30 GEL (включает шампуры, щипцы для мяса, решетку для гриля, подготовку гриля, зажигание угля).
- Винная ванна за 300 GEL (доступна только в домиках с джакузи).
- Декорирование домиков для сюрпризов, праздников или романтического вечера за 350 GEL.
- Экскурсии и гиды (индивидуальные или авторские туры, рафтинг, верховая езда, квадроциклы, дом на колесах, вертолетные или самолетные туры).
- Организация мероприятий, свадеб и корпоративов.
- Трансфер из города или аэропорта с различной стоимостью в зависимости от места.
- Ресторан ""Shuaguli"" с возможностью заказа еды в глэмпинг или организации кейтеринга.
- Доступ к Wi-Fi.

Эти услуги созданы для того, чтобы сделать ваше пребывание максимально комфортным и насыщенным. 😊",В Hotel  завтрак не включен в стоимость проживания и предлагается за дополнительную плату в размере 30 GEL на человека. Нет условий для бесплатного завтрака; все гости могут добавить завтрак к своему бронированию за указанную плату. 😊,True,True,True,True,True,False,True,True,True
"В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊","В Hotel  доступно для бронирования 10 домиков, включая различные типы: ""Standard house"", ""Premium house"" с Японскими бочками Фурако или с Джакузи, и ""Family house"" с сауной и джакузи. 😊",True,True,True,True,True,False,False,True,True
"В Hotel  доступны для бронирования следующие типы домиков:

1. **Standard house** с террасой и уютной беседкой, предлагающий красивый вид на долину и звездное небо.
2. **Premium house** с Японскими бочками Фурако, предлагающий расслабляющий опыт в японской бочке на террасе.
3. **Premium house** с Джакузи, где можно насладиться расслабляющим джакузи с видом на долину.
4. **Family house** с сауной и джакузи, предлагающий просторное проживание с дополнительными удобствами для семей или групп друзей.

Если вас интересует бронирование одного из этих домиков или у вас есть другие вопросы, я готов помочь! 😊","В Hotel  доступны для бронирования следующие типы домиков:

1. **Standard house** - домики с террасой и уютной беседкой, предлагающие красивый вид на долину и звездное небо.
2. **Premium house с Японскими бочками Фурако** - оснащены японскими бочками Фурако на террасе, идеальны для расслабляющего отдыха.
3. **Premium house с Джакузи** - предлагают невероятно расслабляющий опыт в джакузи с видом на долину.
4. **Family house** - большой домик с лофтом, сауной и джакузи, предлагающий максимальный комфорт и роскошь.

Каждый домик обеспечивает приватность, комфорт и уникальные виды, делая ваш отдых незабываемым. 😊",True,True,True,False,False,True,False,True,True
"Самыми популярными домиками среди знаменитостей в нашем отеле Hotel  являются ""Premium house"" с Джакузи и ""Family house"" с сауной и джакузи. Эти домики предлагают высокий уровень комфорта и приватности, что особенно ценится знаменитостями. 😊","В нашем отеле нет домиков под названием ""Eco-cottage"". Возможно, произошло недоразумение или путаница с другим объектом. В Hotel  предлагаются ""Standard house"", ""Premium house"" с различными удобствами и ""Family house"". Все они обеспечивают комфорт и красивые виды, подходящие как для любителей роскоши, так и для тех, кто предпочитает более скромное проживание. 😊",True,True,True,False,False,False,True,True,True
